Length, Risk, TravelTime, Paths.x, Paths.y , Fitness, Weights
23.3206,1.45571,2.39736,"1;1.21692;1.52522;1.7912;1.94502;2.07501;2.1319;2.15148;2.56459;3.01305;3.30625;3.63451;4.11422;4.37787;4.79773;5.26959;5.73355;6.2187;6.68721;7.03768;7.49524;7.82126;8.15628;8.63713;9.10425;9.42392;9.86933;10.3032;10.5721;10.9783;11.33;11.7614;12.0741;12.3083;12.7322;13.1485;13.601;14.0198;14.4405;14.8899;15.2909;15.6076;16.0547;16.5505;17.0103;17.4681;17.9494;18.2309;18.5812;19.0713;19.4289;19.7427;20.116;20.5436;20.6468;20.7178;20.8014;20.7922;20.8195;20.8953;21","15;14.7606;14.3823;14.0431;13.8657;13.4454;13.2258;12.9638;12.8338;12.7547;12.5304;12.6128;12.4987;12.4274;12.4453;12.4479;12.5127;12.4646;12.4775;12.501;12.5229;12.5384;12.4348;12.4052;12.5816;12.56;12.4998;12.4832;12.4072;12.3925;12.4106;12.3904;12.4844;12.5192;12.5434;12.5722;12.5499;12.4839;12.5201;12.5471;12.4606;12.432;12.3874;12.381;12.4015;12.4351;12.4971;12.5278;12.6034;12.6148;12.674;12.7174;12.7735;12.8223;13.0472;13.3889;13.7835;14.073;14.3165;14.6607;15",2.78092,"0.0333333;0.333333;0.633333"
23.8698,1.70074,2.43873,"1;1.11199;1.36609;1.5856;1.81179;1.86405;1.95475;1.98826;2.21156;2.58457;3.0596;3.51226;3.9246;4.38683;4.51659;4.9637;5.25294;5.65156;5.99926;6.35806;6.58382;6.91763;7.30913;7.58873;7.95851;8.3684;8.71601;9.13142;9.49661;9.85896;10.312;10.6741;11.0547;11.2447;11.6762;12.1297;12.3;12.6156;12.9564;13.4251;13.5518;13.9978;14.3632;14.7098;15.1984;15.6493;16.0305;16.4252;16.8674;17.0694;17.5452;17.9792;18.2464;18.6309;18.9314;19.3526;19.5558;19.9998;20.4254;20.6588;20.7365;20.7003;20.6147;20.7351;20.8381;21.0099;21.0915;21","15;14.5127;14.2875;13.9896;13.6679;13.5361;13.1811;12.9688;12.8846;12.7306;12.7127;12.6815;12.6424;12.6238;12.6036;12.5182;12.4815;12.4373;12.4115;12.4575;12.481;12.4496;12.3852;12.3008;12.1973;12.2313;12.2797;12.2898;12.4341;12.4338;12.5376;12.5288;12.4714;12.4214;12.5387;12.3916;12.3978;12.3844;12.3903;12.4434;12.4412;12.4581;12.7828;12.8374;12.8583;12.9562;12.7876;12.7668;12.7003;12.6945;12.646;12.5105;12.5084;12.4623;12.4182;12.632;12.6626;12.7489;12.8268;12.8118;13.033;13.4434;13.7792;14.0989;14.3298;14.7034;14.9971;15",2.8825,"0.0333333;0.366667;0.6"
23.9408,1.25987,2.68895,"1;1.30413;1.6139;1.84156;2.1457;2.29248;2.59469;2.62967;2.87559;3.1042;3.5486;3.70279;4.04833;4.42741;4.87593;5.20532;5.58499;5.97352;6.25431;6.50016;6.86083;7.29304;7.71636;8.16021;8.52808;8.75446;9.07719;9.55615;9.8492;10.3327;10.582;10.9716;11.4528;11.8885;12.2132;12.582;12.9965;13.2455;13.5021;13.8284;14.1207;14.574;14.7516;15.0934;15.4436;15.875;16.2773;16.5279;16.9896;17.2477;17.6192;17.9972;18.3947;18.7842;18.9997;19.4458;19.6304;20.1108;20.3892;20.5057;20.6015;20.6481;20.77;20.901;20.9154;21.0481;21","15;14.895;14.6076;14.3781;14.1283;13.9122;13.6445;13.2634;13.0449;12.7551;12.6842;12.6677;12.512;12.4896;12.4306;12.5428;12.4053;12.3163;12.2469;12.1421;12.0251;11.9066;11.8173;11.8605;11.7337;11.5939;11.5949;11.6206;11.7527;11.838;11.8223;11.98;11.9519;11.9063;11.8539;11.8064;11.8618;11.8521;11.8875;12.0837;12.1946;12.4023;12.4022;12.353;12.4845;12.6032;12.5192;12.3971;12.4568;12.3911;12.1921;12.3319;12.4514;12.3799;12.3903;12.2956;12.1991;12.1808;12.4413;12.8887;13.2389;13.667;14.0381;14.3978;14.6578;14.9579;15",2.82571,"0.0333333;0.4;0.566667"
24.724,1.0739,12.362,"1;1.21231;1.47091;1.93472;2.3974;2.88888;3.36727;3.84757;4.23518;4.71304;5.16877;5.66814;6.12707;6.5429;6.98885;7.4361;7.93041;8.26834;8.76312;9.22012;9.63574;10.1347;10.629;10.6931;11.0862;11.5838;12.0748;12.5647;12.9817;13.1393;13.5862;13.9548;14.3107;14.5776;15.0773;15.4377;15.8814;16.3613;16.8172;17.3152;17.6122;18.1112;18.5738;18.9317;19.3611;19.8002;20.0114;20.2143;20.4553;20.6358;20.8164;20.997;21","15;15.0613;15.1681;14.9813;14.7918;14.6999;14.5545;14.6934;14.3776;14.2305;14.0248;14.0499;14.2484;14.3385;14.3673;14.5909;14.5157;14.8842;14.9562;15.1591;14.8812;14.9128;14.8374;14.3415;14.0325;14.0809;14.1755;14.0753;14.3511;14.8256;15.0498;15.3876;15.7388;16.1616;16.1803;16.5268;16.7574;16.8976;16.6922;16.6475;17.0498;17.0186;17.2083;17.5575;17.8136;17.5745;17.1213;16.8357;16.4065;15.9402;15.474;15.0077;15",7.88254,"0.0333333;0.433333;0.533333"
23.5828,1.29824,2.52442,"1;1.42086;1.69627;2.04477;2.21614;2.25478;2.41127;2.5088;2.99395;3.33242;3.57217;3.95497;4.09779;4.55589;4.99195;5.22029;5.58555;5.87501;6.07496;6.49858;6.84749;7.21909;7.67221;8.14604;8.52271;8.95575;9.28495;9.5778;9.83702;10.2524;10.5517;10.86;11.1138;11.5732;11.9118;12.2764;12.6535;12.9411;13.3681;13.8202;14.2126;14.6531;15.0468;15.3364;15.7133;16.0046;16.3296;16.5813;16.9644;17.3443;17.8017;18.1531;18.4386;18.765;19.1913;19.4709;19.9386;20.4016;20.6611;20.7329;20.7892;20.887;20.9324;20.9145;21","15;14.73;14.5506;14.2526;13.9209;13.668;13.2807;12.967;12.9406;12.8716;12.8445;12.7801;12.741;12.6675;12.5438;12.4854;12.3738;12.1972;12.0614;11.834;11.7098;11.6443;11.5047;11.4597;11.5259;11.656;11.7142;11.7574;11.9405;11.972;12.0046;12.0494;12.0606;12.0883;12.1253;12.3221;12.4798;12.7905;12.7408;12.7486;12.6715;12.681;12.7245;12.6696;12.6154;12.6009;12.5789;12.652;12.7385;12.9147;12.8503;12.8327;12.8793;12.8512;12.8301;12.8261;12.9357;12.8886;12.9824;13.4655;13.8198;14.0488;14.3866;14.605;15",2.65415,"0.0333333;0.466667;0.5"
23.5822,1.4162,2.40955,"1;1.27888;1.33413;1.63019;1.73536;1.929;2.14749;2.2883;2.59829;3.08696;3.5085;3.8669;4.31154;4.56191;5.0109;5.42791;5.80047;6.03811;6.40383;6.87418;7.14653;7.51702;7.92879;8.34389;8.65457;8.99997;9.33433;9.77824;10.1837;10.471;10.7242;10.9894;11.4821;11.9067;12.34;12.7941;13.195;13.2946;13.744;14.0799;14.4948;14.7154;15.0665;15.3564;15.6849;16.1174;16.257;16.6741;17.1213;17.4099;17.8569;18.2306;18.3146;18.8111;18.9543;19.3774;19.6264;20.0934;20.3892;20.7778;20.8864;20.9661;20.925;20.9927;20.9801;21","15;14.7696;14.7139;14.3626;14.1095;13.7624;13.3357;12.9526;12.7344;12.6728;12.7103;12.6385;12.619;12.6042;12.5421;12.6114;12.4055;12.4715;12.5963;12.6409;12.7192;12.8208;12.7542;12.7995;12.7816;12.8678;12.8779;12.8573;12.7845;12.7926;12.7265;12.6586;12.5771;12.4766;12.4649;12.4884;12.4643;12.4908;12.5236;12.5238;12.5149;12.5725;12.7089;12.7696;12.7396;12.6764;12.6561;12.6052;12.4967;12.4937;12.5076;12.4911;12.478;12.4282;12.3878;12.3933;12.4006;12.5128;12.6057;12.8366;13.1592;13.4906;13.9315;14.2539;14.6643;15",2.61863,"0.0333333;0.5;0.466667"
23.4053,1.3633,2.4795,"1;1.43685;1.67156;1.85355;1.93648;2.08047;2.22844;2.4318;2.83285;3.21497;3.70297;4.13137;4.51082;4.83742;5.21024;5.62254;6.10607;6.35052;6.65835;7.04086;7.29032;7.72761;8.21344;8.64133;9.07533;9.43535;9.68082;9.98495;10.2694;10.658;10.9652;11.4045;11.744;12.0931;12.4825;12.8488;13.2841;13.6591;14.1187;14.5305;15.0059;15.2701;15.6244;15.7764;16.2655;16.7267;17.1108;17.4991;17.8993;18.296;18.6225;19.018;19.4419;19.6354;20.0212;20.4327;20.621;20.7155;20.7127;20.7761;20.8202;21","15;14.7568;14.522;14.2416;13.9747;13.6254;13.1618;12.9394;12.6696;12.5397;12.487;12.4076;12.3086;12.3864;12.4611;12.3986;12.4372;12.4209;12.3815;12.359;12.3295;12.2226;12.2259;12.2275;12.2201;12.2064;12.2778;12.2568;12.2482;12.1702;12.1561;12.0782;12.0757;11.9663;12.0075;11.9878;12.056;12.03;11.9681;12.0095;11.8891;11.876;11.8589;11.9089;11.9922;12.1205;12.2046;12.2526;12.3251;12.3692;12.3888;12.4317;12.3265;12.4371;12.6817;12.7733;12.9315;13.21;13.6617;14.0576;14.5453;15",2.58172,"0.0333333;0.533333;0.433333"
23.498,1.31828,2.55034,"1;1.3452;1.71993;1.83359;1.96179;2.0533;2.32471;2.51674;2.90663;3.26946;3.31037;3.80985;4.15337;4.44272;4.89702;5.34898;5.7951;6.13097;6.57903;6.99602;7.16221;7.50721;7.96784;8.21167;8.51771;8.96289;9.22811;9.64919;10.0405;10.2818;10.6498;10.8682;11.358;11.7652;12.2204;12.7066;12.7625;13.2336;13.6972;14.1661;14.6062;14.9656;15.418;15.8392;16.1611;16.5887;17.0134;17.4462;17.7351;18.1221;18.4868;18.8054;19.2364;19.5696;19.9906;20.1954;20.6163;20.7005;20.8349;20.901;21.0417;21.0661;21","15;14.7691;14.5143;14.3237;13.9823;13.8084;13.3929;13.0371;12.8583;12.7959;12.7879;12.7651;12.7773;12.7546;12.6027;12.5063;12.629;12.6026;12.4137;12.1462;12.1298;12.0925;12.0231;12.0473;12.0872;12.039;12.0497;12.1255;12.1562;12.1793;12.0495;11.9691;11.9271;11.8746;11.7345;11.6735;11.6799;11.7598;11.6098;11.614;11.5907;11.8647;11.9568;11.9661;11.9508;12.0059;12.1232;12.2347;12.2479;12.1068;12.3891;12.3375;12.4257;12.4753;12.6686;12.7427;12.9582;13.2919;13.6544;14.1441;14.3829;14.6916;15",2.55042,"0.0333333;0.566667;0.4"
23.9558,1.26416,2.62985,"1;1.40057;1.77639;1.98095;2.23234;2.5487;2.68192;2.72556;2.87119;3.08675;3.56338;4.03213;4.28485;4.71;5.14084;5.51078;5.88972;6.23558;6.644;6.85354;7.32676;7.6816;7.9013;8.21888;8.4394;8.77292;9.19237;9.45444;9.90821;10.2967;10.5913;11.084;11.5738;12.0557;12.4982;12.983;13.3313;13.7941;14.2789;14.6124;14.9096;15.3445;15.83;16.2625;16.6702;17.1484;17.4334;17.7334;18.1151;18.5628;18.6826;19.059;19.5463;19.8276;20.2088;20.5342;20.6739;21.1525;21.2915;21.2031;21.1973;21.2382;21.078;21","15;14.7008;14.5542;14.3657;14.0555;13.6783;13.4295;13.1488;12.8497;12.7913;12.8029;12.8427;12.835;12.8235;12.8446;12.8642;12.823;12.9111;12.8584;12.8166;12.7132;12.622;12.4589;12.3478;12.2561;12.2826;12.2219;12.3441;12.4765;12.4466;12.4293;12.5078;12.5069;12.5979;12.5537;12.5465;12.648;12.7695;12.7655;12.8069;12.8288;12.8772;12.8143;12.6189;12.7224;12.7552;12.6448;12.4481;12.4438;12.4531;12.4789;12.5351;12.5559;12.5765;12.6802;12.8966;12.9964;12.914;13.0833;13.4118;13.7024;14.1633;14.6207;15",2.5213,"0.0333333;0.6;0.366667"
23.2032,1.23666,2.8693,"1;1.28183;1.64842;2.03288;2.31288;2.59358;2.81902;3.10607;3.20796;3.57219;4.05176;4.41747;4.87799;5.28764;5.73929;6.20677;6.51684;6.75508;7.18917;7.61065;7.96877;8.39721;8.89237;9.29595;9.76149;10.1721;10.5314;10.7832;11.1921;11.6731;12.1476;12.6082;12.8292;13.3255;13.6612;14.1488;14.6019;15.0311;15.2959;15.5787;15.9516;16.3029;16.57;16.7521;17.1377;17.3887;17.6416;18.0399;18.2124;18.5805;19.0238;19.504;19.8897;20.1314;20.1959;20.2454;20.3058;20.3407;20.6996;21","15;14.7091;14.6208;14.4371;14.204;13.8739;13.6071;13.3241;12.8414;12.656;12.5177;12.4635;12.3679;12.3609;12.3448;12.3541;12.2767;12.2289;12.1365;12.2983;12.411;12.2012;12.1318;12.0468;12.06;12.2793;12.2438;12.2432;12.4066;12.5249;12.6234;12.7938;12.751;12.7663;12.6043;12.6029;12.5818;12.4824;12.3418;12.2925;12.4406;12.3535;12.23;12.1363;12.1813;12.3181;12.4496;12.4785;12.5426;12.7138;12.8128;12.8614;12.8227;12.9874;13.296;13.5584;13.993;14.3499;14.698;15",2.51309,"0.0333333;0.633333;0.333333"
22.494,1.11022,3.07042,"1;1.23327;1.55208;1.80897;2.01535;2.46369;2.78589;3.19252;3.31278;3.48947;3.73563;4.13684;4.62589;5.00349;5.47888;5.94242;6.41398;6.74644;7.10266;7.49048;7.85121;8.0983;8.42296;8.84997;9.31314;9.5418;9.83122;10.0541;10.5289;11.0083;11.3024;11.7873;12.1336;12.5752;12.87;13.2613;13.5709;14.0496;14.4268;14.7513;15.0643;15.5614;15.9829;16.3225;16.706;17.0367;17.5019;17.7552;18.1092;18.5719;19.0132;19.3516;19.5266;19.9927;20.0637;20.2925;20.4179;20.4651;20.734;20.7838;20.9103;21","15;14.9144;14.8496;14.7661;14.695;14.4782;14.1211;13.8302;13.5667;13.2829;13.0157;12.8311;12.8173;12.7357;12.6817;12.6654;12.6159;12.4769;12.3865;12.2673;12.2363;12.2444;12.2701;12.2703;12.3389;12.4201;12.4253;12.4316;12.4105;12.3758;12.2721;12.3687;12.4312;12.4832;12.4759;12.33;12.3047;12.2259;12.2959;12.3865;12.475;12.453;12.6172;12.6211;12.649;12.7609;12.8076;12.7462;12.8598;12.8468;12.776;12.7935;12.8306;12.8748;13.0155;13.46;13.8175;13.9701;14.2464;14.4227;14.765;15",2.41107,"0.0333333;0.666667;0.3"
23.6237,1.23475,2.65924,"1;1.25056;1.66421;2.07077;2.28194;2.34572;2.56169;2.70946;2.89384;3.39085;3.70223;4.15291;4.49701;4.7903;5.28694;5.63068;5.99923;6.48591;6.84408;7.31311;7.74709;8.14057;8.40903;8.77918;9.20194;9.35637;9.79926;10.0696;10.371;10.7568;11.0867;11.5258;11.968;12.327;12.7962;13.1838;13.5366;13.9442;14.068;14.5055;14.953;15.3019;15.5557;15.9035;16.0548;16.4009;16.7728;16.9355;16.961;17.4263;17.6631;18.0521;18.4828;18.8137;19.1808;19.3149;19.7482;20.0664;20.3896;20.6407;20.623;20.817;20.8357;20.8679;20.8871;21","15;14.8925;14.6247;14.3772;14.1339;13.7285;13.4743;13.2196;12.9928;12.9869;12.9723;12.949;12.7276;12.6659;12.6185;12.5771;12.7699;12.7388;12.6905;12.8553;12.7976;12.5369;12.5065;12.3704;12.3186;12.2754;12.4422;12.4308;12.4392;12.5774;12.5876;12.5447;12.5698;12.4534;12.5408;12.756;12.7788;12.8107;12.7893;12.7216;12.6324;12.6495;12.5664;12.4594;12.3953;12.3779;12.399;12.3978;12.4072;12.2971;12.1142;12.1267;12.1356;12.1401;12.3606;12.4912;12.6376;12.6744;12.6784;12.798;13.2638;13.6963;14.027;14.3219;14.5891;15",2.36091,"0.0333333;0.7;0.266667"
22.9074,1.16516,2.86076,"1;1.47011;1.87158;1.99035;2.20088;2.46319;2.73211;2.91676;3.2438;3.44102;3.78081;3.97954;4.33028;4.71499;5.18733;5.66312;6.06723;6.36585;6.6325;6.97809;7.30338;7.73777;8.03033;8.49586;8.67789;9.05193;9.41755;9.91174;10.2305;10.618;11.0939;11.2343;11.627;12.085;12.1323;12.5411;13.0186;13.4862;13.8014;14.2006;14.616;15.0991;15.5879;16.0341;16.4891;16.887;17.259;17.5655;18.0342;18.4639;18.6529;18.925;19.3612;19.7642;20.2424;20.3595;20.4159;20.6158;20.6697;20.6753;20.7242;20.8229;21","15;14.8297;14.5317;14.4009;14.1418;14.0524;13.7879;13.5531;13.2304;12.988;12.9848;12.9444;12.8264;12.722;12.7847;12.9219;12.7448;12.6723;12.6529;12.6736;12.6994;12.7213;12.7562;12.7623;12.8099;12.8415;12.8358;12.881;12.9787;12.8474;12.7452;12.6597;12.3544;12.2431;12.2327;12.4318;12.317;12.461;12.5672;12.5737;12.5832;12.7058;12.6899;12.6759;12.5812;12.5482;12.5885;12.7059;12.7184;12.7252;12.684;12.5318;12.709;12.8456;12.9303;12.9764;13.2846;13.665;13.7756;14.2589;14.4237;14.787;15",2.28554,"0.0333333;0.733333;0.233333"
23.427,1.1528,11.7135,"1;1.40208;1.78175;2.24748;2.74311;3.15244;3.63972;4.13714;4.54201;4.9795;5.36056;5.86037;6.27754;6.77698;7.26894;7.50844;7.91581;8.39171;8.82791;9.2567;9.7257;10.2247;10.525;10.9616;11.4586;11.877;12.2044;12.5457;12.9569;13.2188;13.6499;14.0929;14.5315;15.0059;15.4917;15.8023;16.2544;16.5338;16.937;17.2694;17.7217;18.2082;18.525;19.0018;19.5016;20.0015;20.3896;20.7689;21","15;14.7028;14.3774;14.1955;14.1296;14.4168;14.5288;14.5796;14.873;15.115;15.4388;15.4247;15.7003;15.6766;15.7659;16.0865;16.1976;16.351;16.5954;16.8525;17.0259;16.994;17.3774;17.3148;17.2597;17.5334;17.1555;16.7901;16.5056;16.0797;15.8265;15.5945;15.8347;15.9925;15.8742;15.4824;15.2689;14.8542;14.5586;14.185;14.3981;14.5132;14.9001;15.0508;15.0381;15.0254;14.7102;14.8719;15",4.00742,"0.0333333;0.766667;0.2"
25.3882,1.06876,12.6941,"1;1.47022;1.96595;2.45463;2.93813;3.39442;3.75096;4.24997;4.66062;5.14809;5.64573;6.11337;6.55583;6.97061;7.3859;7.72102;8.07405;8.55184;8.74683;9.00045;9.44749;9.85892;10.3556;10.7342;11.227;11.6999;12.0268;12.5234;13.0216;13.384;13.6232;14.1231;14.6169;14.8648;15.3609;15.4183;15.6541;16.1244;16.4798;16.9489;17.4179;17.8006;17.8663;18.2147;18.6114;18.583;18.7252;19.2246;19.6535;20.1106;20.4412;20.9113;21","15;15.17;15.2352;15.341;15.2135;15.0091;14.6586;14.6271;14.9124;15.0236;15.0721;14.8951;14.7824;14.71;14.9885;15.2471;15.3102;15.4576;15.918;16.3489;16.5728;16.2887;16.2313;15.9046;15.989;16.1513;15.773;15.7149;15.6729;15.4639;15.1417;15.1321;15.0536;15.4878;15.55;16.0467;16.4876;16.3178;16.6694;16.4962;16.323;16.0012;15.5055;15.2113;14.9402;14.441;13.9617;13.9364;14.1934;13.9907;14.3658;14.536;15",3.81697,"0.0333333;0.8;0.166667"
22.9663,1.09521,3.56417,"1;1.41144;1.53798;1.94679;2.37579;2.73762;3.07265;3.36383;3.7009;3.93863;4.20911;4.28008;4.63227;4.79553;5.03594;5.44703;5.84669;6.25164;6.70218;7.07138;7.24198;7.72272;8.086;8.43486;8.65914;8.93724;9.16791;9.63886;10.0262;10.3249;10.6457;10.972;11.4024;11.7251;12.1477;12.559;12.9168;13.123;13.5587;13.9327;14.353;14.7939;15.1855;15.6268;15.9009;16.2521;16.7057;17.1868;17.6136;17.9968;18.4224;18.8234;19.0518;19.5226;19.7556;20.1094;20.2137;20.3264;20.4556;20.6385;20.7419;20.8964;21","15;15.1352;15.095;15.082;14.9111;14.8641;14.6097;14.3545;14.1473;13.9026;13.618;13.4539;13.2117;12.9885;12.6361;12.879;12.6005;12.7508;12.8537;12.8468;12.7653;12.8693;12.9051;12.8302;12.7555;12.7164;12.8111;12.6614;12.4184;12.4243;12.3952;12.5065;12.6058;12.5974;12.54;12.7044;12.7351;12.723;12.7005;12.5744;12.47;12.4752;12.2396;12.2721;12.295;12.3081;12.3523;12.4035;12.6194;12.7344;12.857;12.897;12.8745;12.8733;12.9179;12.99;13.1169;13.3339;13.6891;14.1371;14.3292;14.6369;15",2.15344,"0.0333333;0.833333;0.133333"
25.0208,1.08743,9.13061,"1;1.1618;1.43434;1.93291;2.41862;2.91514;3.40418;3.90022;4.34789;4.62949;5.0799;5.26037;5.69862;5.91506;6.24058;6.61104;6.95688;7.10563;7.37219;7.60698;7.87338;8.11203;8.33455;8.49679;8.68766;8.91859;8.97437;9.05607;9.27601;9.74506;10.1939;10.4953;10.8938;11.2836;11.5215;11.964;12.2319;12.7319;13.0639;13.3831;13.7816;14.0683;14.3106;14.5835;14.6769;14.7636;14.9776;15.4082;15.79;16.0472;16.4222;16.888;17.2957;17.6177;18.1103;18.5935;19.0116;19.4376;19.9107;20.3704;20.732;21","15;15.0677;15.2477;15.2855;15.4042;15.3453;15.4494;15.5122;15.7349;15.8363;15.8328;15.9947;16.2354;16.1733;16.1992;16.0072;15.6461;15.405;15.092;14.9059;14.5586;14.3484;14.2838;13.9252;13.8497;13.4619;13.032;12.9125;12.4924;12.5634;12.696;12.6061;12.5978;12.4383;12.4273;12.4222;12.4979;12.5046;12.1308;11.7459;12.0478;12.2374;12.6418;12.9544;13.1333;13.4454;13.8973;14.1513;14.4742;14.8993;15.2193;15.4013;15.6828;15.7334;15.8189;15.9474;16.2216;15.9598;15.7979;15.6012;15.2559;15",2.68953,"0.0333333;0.866667;0.1"
23.8746,1.18431,11.5866,"1;1.49728;1.69799;2.13508;2.63501;3.11343;3.31642;3.78033;4.27624;4.77393;5.15979;5.60497;6.09079;6.29334;6.62724;6.86776;7.2913;7.68745;8.18439;8.50889;8.94612;9.2137;9.67999;10.1795;10.5161;11.0159;11.1756;11.2884;11.7872;12.2569;12.7281;13.1941;13.6863;14.1423;14.5819;15.0812;15.5737;16.0114;16.222;16.7197;16.9945;17.4591;17.865;18.2548;18.7282;19.2099;19.6915;20.032;20.4556;20.9046;21","15;14.9479;14.49;14.2472;14.2388;14.0934;13.6365;13.45;13.3862;13.4342;13.1162;12.8886;13.0069;13.2119;13.4055;13.3555;13.0898;13.3949;13.4501;13.7025;13.7096;14.132;14.3124;14.3354;14.7051;14.7191;15.1929;15.68;15.6451;15.8164;15.6492;15.468;15.38;15.5853;15.3471;15.3201;15.2336;14.9919;14.5384;14.5865;15.0042;15.1891;15.4811;15.7941;15.6332;15.499;15.3647;14.9986;14.733;14.9532;15",2.63414,"0.0333333;0.9;0.0666667"
22.5649,1.09124,4.80128,"1;1.41657;1.90993;2.219;2.66925;2.97736;3.39106;3.83174;4.25951;4.66833;4.89369;5.09258;5.30446;5.53321;5.63042;6.05073;6.19835;6.39343;6.85247;7.10141;7.51762;7.8584;7.9795;8.31717;8.62511;9.07956;9.49179;9.70693;10.1723;10.2705;10.7686;11.1613;11.6361;12.0448;12.3771;12.8471;13.0587;13.468;13.9516;14.4109;14.7997;15.1377;15.3247;15.811;16.1668;16.501;16.7406;17.1504;17.4552;17.8947;18.2496;18.5865;19.0271;19.4425;19.7;19.9563;20.2219;20.249;20.4945;20.5846;21","15;15.2765;15.1953;15.1359;15.0664;14.9523;14.7521;14.7493;14.6348;14.54;14.5155;14.3595;14.2243;14.0652;13.9993;13.7456;13.6199;13.3443;13.1759;12.9771;12.796;12.9381;12.8632;12.5428;12.7818;12.5974;12.4721;12.4571;12.4983;12.525;12.5105;12.4777;12.4024;12.2639;12.301;12.2637;12.242;12.1147;12.2106;12.1975;12.136;12.0572;12.1316;12.248;12.2693;12.3863;12.3733;12.6597;12.5942;12.683;12.6886;12.6967;12.634;12.8599;13.1214;13.3681;13.7561;13.9666;14.3965;14.7563;15",1.9307,"0.0333333;0.933333;0.0333333"
20.3368,0.994627,10.1684,"1;1.20453;1.51388;1.88264;2.33593;2.8209;3.15397;3.6099;4.03935;4.43799;4.84396;5.04639;5.38655;5.79175;6.26628;6.70638;7.13711;7.437;7.66091;8.14049;8.519;8.81003;9.30568;9.46441;9.93223;10.2228;10.6502;10.9309;11.3168;11.7085;11.996;12.452;12.5892;12.9935;13.2068;13.4919;13.6932;14.1551;14.6247;14.9621;15.4531;15.8947;16.3368;16.6111;17.1092;17.5593;17.9637;18.3765;18.6043;19.036;19.2766;19.7338;19.9721;20.3012;20.5419;21","15;14.9915;14.9285;14.8334;14.7235;14.7113;14.8422;14.8345;14.8431;14.8818;14.9269;14.9377;14.872;14.8404;14.8614;14.9447;14.7864;14.9287;14.9529;14.9485;15.0558;15.0603;15.1112;15.1105;15.2268;15.2298;15.191;15.1506;15.2071;15.2172;15.1194;15.0834;15.0708;15.0815;15.1177;15.1725;15.18;15.0929;15.0159;15.0955;15.1377;14.9941;15.0238;15.1456;15.1721;15.17;15.1345;15.1666;15.1651;15.2705;15.265;15.2891;15.2167;15.1645;15.1477;15",1.63937,"0.0333333;0.966667;0"
24.0383,2.50741,2.22909,"1;1.03374;1.05615;1.20622;1.30189;1.4171;1.78064;2.20068;2.63838;3.11025;3.56073;4.0498;4.3585;4.75748;5.17732;5.49637;5.82528;6.3186;6.67059;6.91366;7.22136;7.6209;8.06272;8.46476;8.89712;9.19531;9.48609;9.93355;10.198;10.517;10.9594;11.3757;11.772;12.0693;12.3741;12.8346;13.1715;13.5859;14.0245;14.382;14.7841;15.1453;15.4646;15.8077;16.2299;16.6686;17.1455;17.5645;17.9078;18.2262;18.5134;18.9714;19.1155;19.4763;19.6157;19.8686;20.3272;20.7865;20.8131;20.852;20.9423;20.9648;20.9779;21","15;14.5124;14.0343;13.5574;13.0908;12.8242;12.6066;12.4829;12.4558;12.4695;12.4627;12.4786;12.4013;12.3228;12.1902;12.1095;12.1158;12.151;12.1552;12.1994;12.2108;12.1823;12.0692;12.0459;11.9277;11.9288;11.8729;11.9514;12.0348;12.0695;12.0403;11.9654;12.0553;12.0762;12.1364;12.1394;12.1527;12.1363;12.1404;12.2235;12.3202;12.3215;12.3776;12.5455;12.6225;12.7391;12.7084;12.8287;12.8139;12.6935;12.6309;12.6939;12.7834;12.7623;12.8324;12.8655;12.9;12.9909;13.2725;13.6035;13.9761;14.3074;14.6768;15",3.68304,"0.0666667;0;0.933333"
23.7567,2.26316,2.31161,"1;1.00325;1.02984;1.25847;1.29001;1.42077;1.55116;1.89073;2.25748;2.65295;2.97154;3.42841;3.78857;4.02909;4.23837;4.68498;4.98444;5.26177;5.48872;5.93945;6.10477;6.28086;6.66705;6.95352;7.29225;7.7489;8.20277;8.68187;8.94851;9.31555;9.78722;10.2799;10.6777;10.8404;11.2748;11.7121;11.8725;12.2866;12.5019;12.8285;13.0311;13.3871;13.5149;13.943;14.3592;14.8247;15.2136;15.4993;15.8481;16.3193;16.6467;16.958;17.3402;17.6917;18.1462;18.5754;18.9983;19.428;19.7508;20.1095;20.4452;20.4307;20.4739;20.5144;20.6089;20.7894;21","15;14.6518;14.2571;13.8323;13.705;13.2491;12.9188;12.8212;12.7637;12.7595;12.6538;12.58;12.6519;12.5943;12.6273;12.5621;12.4398;12.3873;12.2946;12.1998;12.1679;12.0883;12.0172;12.0901;12.0302;12.0369;12.0196;11.9206;11.8795;11.8997;11.8902;11.9227;12.0929;12.1739;12.3511;12.3536;12.4166;12.4771;12.4422;12.4105;12.4287;12.3663;12.3117;12.3847;12.3982;12.5577;12.7167;12.6834;12.6827;12.6718;12.6342;12.4871;12.476;12.5254;12.4881;12.5152;12.5945;12.5739;12.5911;12.8447;12.9844;13.3988;13.6757;13.9931;14.3954;14.7044;15",3.73967,"0.0666667;0.0333333;0.9"
